SKU;Produto;Quantidade Vendida;Primeiro Nome;Sobrenome;idade;Data;Loja;Preco Unitario;;;; 
HL1918; iPhone ;4;Rodrigo;Mendes;26;5/24/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;3;Stephanie;Gonçalves;62;3/20/2018;Porto Alegre;R$ 5.300,00;;;;
HL1918; iPhone ;5;Rogério;Pereira;73;9/20/2018;São Paulo;R$ 5.300,00;;;;
HL8851; Notebook ;4;Karina;Camara;70;12/27/2018;Rio de Janeiro;R$ 3.500,00;;;;
HL4379; Televisão ;2;Lázaro;Villanova;43;03/04/2018;Salvador;R$ 2.500,00;;;;
HL1918; iPhone ;1;Aline;Andrade;60;2/27/2018;Belo Horizonte;R$ 5.300,00;;;;
HL7348; SmartWatch ;1;Isabella;Montanholi;31;05/08/2018;Fortaleza;R$ 1.400,00;;;;
HL1148; Câmera ;2;Giovanna;Santos;80;4/23/2018;Recife;R$ 2.100,00;;;;
HL4379; Televisão ;4;Gustavo;Accardo;27;3/16/2018;São Paulo;R$ 2.500,00;;;;
HL8851; Notebook ;2;Anna;Maia;50;07/12/2018;Porto Alegre;R$ 3.500,00;;;;
HL2714; Tablet ;2;Danilo;Rubim;72;2/17/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL1918; iPhone ;3;Stefan;Santos;59;02/07/2018;Salvador;R$ 5.300,00;;;;
HL1918; iPhone ;5;Andressa;Rotsztejn;63;8/21/2018;Belo Horizonte;R$ 5.300,00;;;;
HL1918; iPhone ;1;Pedro;Costa;77;4/14/2018;Porto Alegre;R$ 5.300,00;;;;
HL8851; Notebook ;1;Carlos;Cardoso;29;6/17/2018;Fortaleza;R$ 3.500,00;;;;
HL9962; Android ;1;Paloma;Sperandei;88;4/22/2018;São Paulo;R$ 3.400,00;;;;
HL9962; Android ;2;Gabrielle;Wanderley;22;7/27/2018;Curitiba;R$ 3.400,00;;;;
HL9962; Android ;2;Danilo;Rubim;79;3/25/2018;Porto Alegre;R$ 3.400,00;;;;
HL1918; iPhone ;4;Gabriel;Assis;39;10/03/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;5;Bernardo;Ribeiro;45;07/03/2018;Recife;R$ 2.500,00;;;;
HL4379; Televisão ;2;Anna;Figueiredo;49;11/23/2018;Fortaleza;R$ 2.500,00;;;;
HL1918; iPhone ;4;Gabriel;Assis;28;10/27/2018;Recife;R$ 5.300,00;;;;
HL4379; Televisão ;1;Gustavo;Junior;45;09/01/2018;Curitiba;R$ 2.500,00;;;;
HL4379; Televisão ;4;Juliana;Silva;72;11/17/2018;Fortaleza;R$ 2.500,00;;;;
HL1918; iPhone ;5;Anna;Maia;59;10/03/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;1;Roberto;Mattos;36;12/28/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;5;Bruno;Mota;43;4/20/2018;Belo Horizonte;R$ 5.300,00;;;;
HL4379; Televisão ;1;Victor;Oliveira;61;12/12/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1148; Câmera ;4;Caio;Affonso;22;12/03/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL1918; iPhone ;1;Izabel;Miura;88;08/07/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;5;Raul;Silveira;67;01/01/2018;Recife;R$ 5.300,00;;;;
HL9962; Android ;1;Paula;Cavalcanti;36;9/25/2018;Recife;R$ 3.400,00;;;;
HL4379; Televisão ;3;Alvaro;Kranz;75;6/14/2018;Salvador;R$ 2.500,00;;;;
HL1918; iPhone ;3;Lucas;Lemos;18;9/30/2018;Fortaleza;R$ 5.300,00;;;;
HL8851; Notebook ;5;Mayara;Soares;51;10/31/2018;Curitiba;R$ 3.500,00;;;;
HL4379; Televisão ;2;Rafaela;Ferreira;40;10/04/2018;São Paulo;R$ 2.500,00;;;;
HL2714; Tablet ;3;Adrielle;Gabriel;32;3/21/2018;Fortaleza;R$ 1.600,00;;;;
HL1918; iPhone ;2;Carolina;Carneiro;22;12/08/2018;Goiânia;R$ 5.300,00;;;;
HL1148; Câmera ;3;Pedro;Ferrari;32;03/05/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL1918; iPhone ;3;Natalia;Accioly;57;07/10/2018;Salvador;R$ 5.300,00;;;;
HL9962; Android ;5;Guilherme;Castilho;52;2/14/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL7348; SmartWatch ;1;Camilla;Cardeman;25;12/01/2018;Curitiba;R$ 1.400,00;;;;
HL2714; Tablet ;2;Norman;Jimbo;35;8/25/2018;Curitiba;R$ 1.600,00;;;;
HL1918; iPhone ;4;Eduardo;Quindeler;51;8/31/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL4379; Televisão ;4;Breno;Costa;86;2/28/2018;Fortaleza;R$ 2.500,00;;;;
HL1918; iPhone ;3;Daniel;Ortiz;18;5/22/2018;Porto Alegre;R$ 5.300,00;;;;
HL1918; iPhone ;5;Pedro;Dalforne;81;4/14/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;3;Bianca;Tatsch;59;3/15/2018;Fortaleza;R$ 5.300,00;;;;
HL4379; Televisão ;3;Caio;Caldas;34;10/11/2018;Fortaleza;R$ 2.500,00;;;;
HL1918; iPhone ;2;Nicolas;Monteiro;28;5/29/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL9962; Android ;1;Diogo;Peixoto;84;4/30/2018;Recife;R$ 3.400,00;;;;
HL7348; SmartWatch ;4;Bruno;Velucci;82;8/27/2018;São Paulo;R$ 1.400,00;;;;
HL1918; iPhone ;2;Júlio;Freire;27;11/01/2018;Recife;R$ 5.300,00;;;;
HL4379; Televisão ;3;Caio;Vianna;38;11/18/2018;Fortaleza;R$ 2.500,00;;;;
HL8851; Notebook ;5;Ana;Monte;36;7/28/2018;Salvador;R$ 3.500,00;;;;
HL8851; Notebook ;3;Lara;Moreira;28;8/21/2018;Salvador;R$ 3.500,00;;;;
HL7348; SmartWatch ;5;Victoria;Mazza;67;2/23/2018;Belo Horizonte;R$ 1.400,00;;;;
HL1918; iPhone ;4;Camila;Bastazini;61;10/17/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;4;Mônica;Rotolo;47;3/23/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1918; iPhone ;4;Natalia;Accioly;82;2/21/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL4379; Televisão ;2;Silvio;Fahrnholz;24;10/28/2018;São Paulo;R$ 2.500,00;;;;
HL8851; Notebook ;3;Guilherme;Merotto;31;10/09/2018;São Paulo;R$ 3.500,00;;;;
HL2714; Tablet ;5;Vitor;Boccaletti;47;3/31/2018;Fortaleza;R$ 1.600,00;;;;
HL9962; Android ;4;Stephanie;Novak;33;07/09/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL4379; Televisão ;4;José;Vieira;64;10/02/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL9962; Android ;5;Karina;Camara;50;09/09/2018;Porto Alegre;R$ 3.400,00;;;;
HL1148; Câmera ;5;João;Oliveira;42;2/24/2018;São Paulo;R$ 2.100,00;;;;
HL1918; iPhone ;3;Samara;Pinto;59;3/23/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;1;Eduardo;Silva;28;12/16/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;3;Beatriz;Perdomo;78;2/20/2018;Salvador;R$ 2.500,00;;;;
HL7348; SmartWatch ;3;Felipe;Mendonça;30;6/30/2018;Salvador;R$ 1.400,00;;;;
HL4379; Televisão ;5;Raphael;Filho;81;02/06/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1918; iPhone ;1;Rafael;Guimarães;62;5/24/2018;Curitiba;R$ 5.300,00;;;;
HL4379; Televisão ;3;Henrique;Villanova;55;6/17/2018;São Paulo;R$ 2.500,00;;;;
HL1148; Câmera ;5;Rodrigo;Feijo;26;8/16/2018;Fortaleza;R$ 2.100,00;;;;
HL1148; Câmera ;1;Carlos;Azevedo;60;12/11/2018;Porto Alegre;R$ 2.100,00;;;;
HL7348; SmartWatch ;5;Isabella;Scalabrin;62;11/12/2018;Curitiba;R$ 1.400,00;;;;
HL1918; iPhone ;3;Bernardo;Soares;32;12/16/2018;Belo Horizonte;R$ 5.300,00;;;;
HL1148; Câmera ;4;Pedro;Martins;27;7/20/2018;Belo Horizonte;R$ 2.100,00;;;;
HL7348; SmartWatch ;5;Rodrigo;Alves;53;01/08/2018;São Paulo;R$ 1.400,00;;;;
HL7348; SmartWatch ;4;Nathalia;Ventura;60;8/27/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL7348; SmartWatch ;3;Luis;Silva;65;08/08/2018;Recife;R$ 1.400,00;;;;
HL1918; iPhone ;3;Bianca;Procaci;58;11/30/2018;São Paulo;R$ 5.300,00;;;;
HL7348; SmartWatch ;1;Alon;Pestana;24;01/07/2018;Belo Horizonte;R$ 1.400,00;;;;
HL8851; Notebook ;5;Maria;Gasperi;36;9/19/2018;Goiânia;R$ 3.500,00;;;;
HL8851; Notebook ;5;Roberta;Pimenta;59;09/08/2018;Recife;R$ 3.500,00;;;;
HL1148; Câmera ;3;Thays;Castro;20;9/14/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL1148; Câmera ;3;Henrique;Oliveira;53;4/23/2018;São Paulo;R$ 2.100,00;;;;
HL1918; iPhone ;3;Mayara;Soares;22;1/22/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;2;Sthefeson;Pereira;47;02/05/2018;Porto Alegre;R$ 5.300,00;;;;
HL8851; Notebook ;1;Guilherme;Seixas;37;06/08/2018;Curitiba;R$ 3.500,00;;;;
HL4379; Televisão ;1;Lucas;Aragão;18;08/10/2018;Fortaleza;R$ 2.500,00;;;;
HL1148; Câmera ;1;Nathan;Morelli;36;4/16/2018;Fortaleza;R$ 2.100,00;;;;
HL1918; iPhone ;5;Diego;Mello;88;11/02/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;2;Amanda;Machado;71;10/30/2018;São Paulo;R$ 2.500,00;;;;
HL4379; Televisão ;2;Raphael;Filho;69;07/11/2018;Belo Horizonte;R$ 2.500,00;;;;
HL9962; Android ;2;Carolina;Vasconcelos;57;06/04/2018;São Paulo;R$ 3.400,00;;;;
HL8851; Notebook ;5;Thomáz;Rodriguez;81;5/19/2018;Belo Horizonte;R$ 3.500,00;;;;
HL1148; Câmera ;4;Thiago;Costa;47;1/18/2018;Fortaleza;R$ 2.100,00;;;;
HL8851; Notebook ;2;Breno;Varella;57;05/12/2018;Fortaleza;R$ 3.500,00;;;;
HL1148; Câmera ;2;Lucas;Lemos;19;04/10/2018;Salvador;R$ 2.100,00;;;;
HL9962; Android ;2;Carlos;Assis;33;6/30/2018;Recife;R$ 3.400,00;;;;
HL9962; Android ;5;Lázaro;Nascimento;45;3/14/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL7348; SmartWatch ;5;Carolina;Motta;69;10/08/2018;São Paulo;R$ 1.400,00;;;;
HL1148; Câmera ;3;Bianca;Ferezin;78;04/02/2018;São Paulo;R$ 2.100,00;;;;
HL1918; iPhone ;4;Deysiane;Medronho;33;07/11/2018;Fortaleza;R$ 5.300,00;;;;
HL9962; Android ;1;Jeferson;Costa;24;5/17/2018;São Paulo;R$ 3.400,00;;;;
HL4379; Televisão ;1;Larissa;Nauenberg;80;01/12/2018;São Paulo;R$ 2.500,00;;;;
HL4379; Televisão ;2;Willian;Albino;89;7/25/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1918; iPhone ;2;Bernardo;Nauenberg;40;10/06/2018;Belo Horizonte;R$ 5.300,00;;;;
HL1918; iPhone ;1;Arthur;Rocha;28;11/01/2018;Porto Alegre;R$ 5.300,00;;;;
HL4379; Televisão ;5;Célio;Xavier;53;03/11/2018;São Paulo;R$ 2.500,00;;;;
HL9962; Android ;2;Raphael;Mattos;67;03/08/2018;São Paulo;R$ 3.400,00;;;;
HL1918; iPhone ;5;Victor;Lira;38;9/29/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;5;Jorge;Carvalho;56;5/23/2018;Porto Alegre;R$ 2.500,00;;;;
HL1918; iPhone ;3;Juliana;Hollander;75;12/20/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;5;Isabela;Teixeira;41;09/03/2018;Recife;R$ 5.300,00;;;;
HL2714; Tablet ;5;Júlio;Freire;65;5/21/2018;Porto Alegre;R$ 1.600,00;;;;
HL7348; SmartWatch ;3;Ravena;Bhering;60;2/16/2018;Fortaleza;R$ 1.400,00;;;;
HL7348; SmartWatch ;5;Mônica;Rotolo;76;10/31/2018;Recife;R$ 1.400,00;;;;
HL1918; iPhone ;4;Thomáz;Vannier;85;5/13/2018;Goiânia;R$ 5.300,00;;;;
HL7348; SmartWatch ;1;Juliana;Hollander;44;12/26/2018;Recife;R$ 1.400,00;;;;
HL9962; Android ;1;Lunna;Vannier;46;7/23/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL7348; SmartWatch ;5;Jéssica;Teixeira;68;3/13/2018;Salvador;R$ 1.400,00;;;;
HL4379; Televisão ;2;Mateus;Polastri;79;08/07/2018;São Paulo;R$ 2.500,00;;;;
HL1918; iPhone ;2;Itai;Puntel;25;9/13/2018;Salvador;R$ 5.300,00;;;;
HL1918; iPhone ;4;Breno;Farias;84;9/15/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL8851; Notebook ;3;Bruno;Ferreira;75;02/11/2018;São Paulo;R$ 3.500,00;;;;
HL1148; Câmera ;4;Rodrigo;Ramos;57;01/10/2018;Goiânia;R$ 2.100,00;;;;
HL4379; Televisão ;4;Camila;Sobral;46;1/15/2018;Salvador;R$ 2.500,00;;;;
HL7348; SmartWatch ;2;Elena;Barreto;79;11/10/2018;Fortaleza;R$ 1.400,00;;;;
HL7348; SmartWatch ;1;Larissa;Nauenberg;46;5/25/2018;Goiânia;R$ 1.400,00;;;;
HL8851; Notebook ;1;Victor;Lira;57;05/08/2018;Goiânia;R$ 3.500,00;;;;
HL2714; Tablet ;2;Wilson;Brandão;54;8/26/2018;Goiânia;R$ 1.600,00;;;;
HL4379; Televisão ;3;Bruno;Ursulino;75;5/15/2018;Porto Alegre;R$ 2.500,00;;;;
HL9962; Android ;1;Dandara;Reis;74;05/12/2018;Salvador;R$ 3.400,00;;;;
HL9962; Android ;5;Caio;Moraes;40;4/14/2018;São Paulo;R$ 3.400,00;;;;
HL1918; iPhone ;2;Pedro;Jorge;47;11/19/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;4;Luiza;Marques;54;07/01/2018;Belo Horizonte;R$ 2.500,00;;;;
HL1918; iPhone ;5;Gabriel;Azevedo;77;8/24/2018;Salvador;R$ 5.300,00;;;;
HL8851; Notebook ;2;Audir;Franco;35;10/22/2018;Rio de Janeiro;R$ 3.500,00;;;;
HL1918; iPhone ;1;Wen;Braga;42;05/09/2018;Goiânia;R$ 5.300,00;;;;
HL1918; iPhone ;1;Carolina;Motta;18;10/16/2018;Curitiba;R$ 5.300,00;;;;
HL9962; Android ;4;Rubens;Valente;52;6/28/2018;Curitiba;R$ 3.400,00;;;;
HL1918; iPhone ;5;Fernanda;Silva;24;08/08/2018;Porto Alegre;R$ 5.300,00;;;;
HL7348; SmartWatch ;2;William;Mendonça;38;11/12/2018;Belo Horizonte;R$ 1.400,00;;;;
HL4379; Televisão ;5;Philipe;Morete;52;12/03/2018;Curitiba;R$ 2.500,00;;;;
HL1148; Câmera ;1;Lucas;Fontoura;63;3/24/2018;São Paulo;R$ 2.100,00;;;;
HL4379; Televisão ;3;Thayane;Resende;18;12/27/2018;Salvador;R$ 2.500,00;;;;
HL1918; iPhone ;1;Priscila;Vogel;35;12/17/2018;São Paulo;R$ 5.300,00;;;;
HL4379; Televisão ;4;Mariana;Freire;64;2/14/2018;São Paulo;R$ 2.500,00;;;;
HL2714; Tablet ;1;Rogério;Gentile;85;10/25/2018;Salvador;R$ 1.600,00;;;;
HL2714; Tablet ;5;Clarissa;Santos;78;05/09/2018;São Paulo;R$ 1.600,00;;;;
HL1918; iPhone ;5;Juliana;Souza;39;03/03/2018;Fortaleza;R$ 5.300,00;;;;
HL1148; Câmera ;2;Matheus;Tostes;22;10/20/2018;Porto Alegre;R$ 2.100,00;;;;
HL1918; iPhone ;2;Carlos;Cardoso;59;08/02/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL2714; Tablet ;1;Ives;Teixeira;80;6/29/2018;Goiânia;R$ 1.600,00;;;;
HL1918; iPhone ;5;Yasser;Calbucci;41;11/29/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL2714; Tablet ;2;Stephanie;Novak;29;11/20/2018;Fortaleza;R$ 1.600,00;;;;
HL8851; Notebook ;5;Anízio;Carvalho;49;01/09/2018;Belo Horizonte;R$ 3.500,00;;;;
HL9962; Android ;1;Wellington;Duarte;51;02/09/2018;São Paulo;R$ 3.400,00;;;;
HL1918; iPhone ;2;Bruna;Gomes;64;6/18/2018;Salvador;R$ 5.300,00;;;;
HL7348; SmartWatch ;2;Giulia;Lopes;37;11/17/2018;Salvador;R$ 1.400,00;;;;
HL8851; Notebook ;1;Felipe;Cavalcanti;24;9/17/2018;Recife;R$ 3.500,00;;;;
HL1918; iPhone ;4;Thales;Santos;28;5/27/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL4379; Televisão ;3;Ana;Leite;50;9/24/2018;Goiânia;R$ 2.500,00;;;;
HL1918; iPhone ;4;Luiz;Conceição;36;12/06/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;5;Bruna;Soares;35;9/30/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;1;Victor;Franco;76;10/24/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;4;Lívia;Marques;86;06/11/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL4379; Televisão ;3;Rafael;Rocha;79;12/17/2018;Curitiba;R$ 2.500,00;;;;
HL4379; Televisão ;4;Luiza;Cabral;49;4/26/2018;Salvador;R$ 2.500,00;;;;
HL1148; Câmera ;1;Glenda;Santos;55;02/07/2018;Recife;R$ 2.100,00;;;;
HL1918; iPhone ;4;Myllena;Carneiro;82;1/27/2018;Curitiba;R$ 5.300,00;;;;
HL4379; Televisão ;2;Mateus;Duque;51;2/21/2018;Fortaleza;R$ 2.500,00;;;;
HL2714; Tablet ;2;Wen;Braga;26;1/13/2018;São Paulo;R$ 1.600,00;;;;
HL2714; Tablet ;3;Livia;Cozendey;77;10/05/2018;São Paulo;R$ 1.600,00;;;;
HL1918; iPhone ;1;Eduardo;Vargas;69;12/21/2018;São Paulo;R$ 5.300,00;;;;
HL7348; SmartWatch ;2;Jônatas;Castro;41;07/04/2018;Belo Horizonte;R$ 1.400,00;;;;
HL1148; Câmera ;2;Priscila;Vogel;80;10/16/2018;Salvador;R$ 2.100,00;;;;
HL2714; Tablet ;2;Leonardo;Ferreira;52;07/02/2018;Salvador;R$ 1.600,00;;;;
HL1918; iPhone ;3;Gustavo;Accardo;29;05/06/2018;Recife;R$ 5.300,00;;;;
HL4379; Televisão ;4;Antonio;Manhães;20;6/17/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL9962; Android ;1;Felipe;Mendonça;77;8/25/2018;Recife;R$ 3.400,00;;;;
HL1918; iPhone ;3;Matheus;Silva;79;07/08/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;1;Luísa;Fonseca;53;11/16/2018;Salvador;R$ 5.300,00;;;;
HL9962; Android ;5;Gabriel;Ribeiro;34;03/03/2018;São Paulo;R$ 3.400,00;;;;
HL1918; iPhone ;4;Bruna;Ramos;54;7/20/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;2;Izabel;Miura;34;03/06/2018;Fortaleza;R$ 5.300,00;;;;
HL7348; SmartWatch ;2;Victor;Magalhães;63;6/27/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL7348; SmartWatch ;4;Priscila;Carvalho;47;5/22/2018;Salvador;R$ 1.400,00;;;;
HL1918; iPhone ;3;Guilherme;Lima;18;11/09/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;1;Pedro;Costa;79;9/20/2018;Belo Horizonte;R$ 5.300,00;;;;
HL4379; Televisão ;2;Bruno;Velucci;73;07/12/2018;Goiânia;R$ 2.500,00;;;;
HL2714; Tablet ;2;Luiz;Limp;25;05/07/2018;Curitiba;R$ 1.600,00;;;;
HL1918; iPhone ;4;Luiz;Mendonça;86;7/28/2018;Belo Horizonte;R$ 5.300,00;;;;
HL1918; iPhone ;5;Henrique;Oliveira;45;1/21/2018;Belo Horizonte;R$ 5.300,00;;;;
HL8851; Notebook ;3;Guilherme;Barbosa;29;04/02/2018;São Paulo;R$ 3.500,00;;;;
HL1918; iPhone ;2;Cassio;Faria;42;12/23/2018;Belo Horizonte;R$ 5.300,00;;;;
HL7348; SmartWatch ;1;Carlos;Souza;74;4/22/2018;Porto Alegre;R$ 1.400,00;;;;
HL4379; Televisão ;3;Adriana;Carneiro;39;07/02/2018;Salvador;R$ 2.500,00;;;;
HL9962; Android ;3;Paulo;Campos;90;1/19/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL1918; iPhone ;1;Mateus;Polastri;38;10/24/2018;Belo Horizonte;R$ 5.300,00;;;;
HL4379; Televisão ;5;Raphael;Kurtz;43;10/04/2018;Porto Alegre;R$ 2.500,00;;;;
HL4379; Televisão ;2;Thales;Santos;72;08/06/2018;Salvador;R$ 2.500,00;;;;
HL1918; iPhone ;3;Eduardo;Pacheco;68;12/17/2018;São Paulo;R$ 5.300,00;;;;
HL7348; SmartWatch ;5;Jéssica;Stefanelli;74;3/20/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL1918; iPhone ;1;Arthur;Fernandes;69;10/06/2018;Goiânia;R$ 5.300,00;;;;
HL2714; Tablet ;1;Beatriz;Perdomo;21;7/21/2018;Fortaleza;R$ 1.600,00;;;;
HL1918; iPhone ;1;Vanessa;Bach;66;2/15/2018;Goiânia;R$ 5.300,00;;;;
HL2714; Tablet ;1;Itai;Puntel;90;07/05/2018;Fortaleza;R$ 1.600,00;;;;
HL1918; iPhone ;4;Matheus;Gomes;24;2/21/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL7348; SmartWatch ;4;Ana;Felippe;76;3/20/2018;Porto Alegre;R$ 1.400,00;;;;
HL7348; SmartWatch ;4;Carla;Zakhm;46;4/23/2018;Porto Alegre;R$ 1.400,00;;;;
HL7348; SmartWatch ;2;Philipe;Morete;69;10/07/2018;Goiânia;R$ 1.400,00;;;;
HL1918; iPhone ;2;Carolina;Santos;58;2/19/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;1;Silvio;Fahrnholz;71;12/15/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL8851; Notebook ;2;Isabel;Mesquita;79;01/02/2018;Porto Alegre;R$ 3.500,00;;;;
HL4379; Televisão ;2;Norman;Jimbo;76;06/07/2018;Goiânia;R$ 2.500,00;;;;
HL4379; Televisão ;4;Matheus;Santos;84;5/30/2018;Curitiba;R$ 2.500,00;;;;
HL1918; iPhone ;1;Paula;Cavalcanti;42;6/18/2018;Belo Horizonte;R$ 5.300,00;;;;
HL9962; Android ;5;Sandy;Ribeiro;59;04/06/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL2714; Tablet ;3;Ana;Felippe;44;10/24/2018;Curitiba;R$ 1.600,00;;;;
HL1148; Câmera ;2;Eduardo;Nunes;81;05/12/2018;Recife;R$ 2.100,00;;;;
HL7348; SmartWatch ;4;Pedro;Rodrigues;49;10/27/2018;Fortaleza;R$ 1.400,00;;;;
HL7348; SmartWatch ;3;Raul;Silveira;49;11/18/2018;São Paulo;R$ 1.400,00;;;;
HL9962; Android ;4;Hygor;Essaber;57;10/03/2018;São Paulo;R$ 3.400,00;;;;
HL2714; Tablet ;1;Marina;Marins;67;05/03/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL1148; Câmera ;5;Camila;Bastazini;70;12/12/2018;Fortaleza;R$ 2.100,00;;;;
HL1918; iPhone ;4;Isabel;Mesquita;38;07/01/2018;São Paulo;R$ 5.300,00;;;;
HL1148; Câmera ;1;Laura;Araujo;84;10/28/2018;Recife;R$ 2.100,00;;;;
HL9962; Android ;1;Priscila;Vogel;57;6/13/2018;Goiânia;R$ 3.400,00;;;;
HL8851; Notebook ;2;Rogério;Gentile;89;2/24/2018;São Paulo;R$ 3.500,00;;;;
HL9962; Android ;4;Guilherme;Monteiro;54;9/28/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL7348; SmartWatch ;2;David;Vasconcelos;84;11/04/2018;Belo Horizonte;R$ 1.400,00;;;;
HL4379; Televisão ;1;Ian;Almeida;38;10/11/2018;Recife;R$ 2.500,00;;;;
HL8851; Notebook ;1;Jorge;Carvalho;56;10/09/2018;Recife;R$ 3.500,00;;;;
HL1148; Câmera ;3;Thiago;Nóbrega;32;01/08/2018;Porto Alegre;R$ 2.100,00;;;;
HL1918; iPhone ;2;Fabio;Ramos;26;4/26/2018;Belo Horizonte;R$ 5.300,00;;;;
HL1918; iPhone ;2;Ana;Miura;26;05/10/2018;Fortaleza;R$ 5.300,00;;;;
HL4379; Televisão ;2;Juliana;Pacheco;44;9/25/2018;São Paulo;R$ 2.500,00;;;;
HL9962; Android ;3;Carolina;Costa;50;3/13/2018;São Paulo;R$ 3.400,00;;;;
HL2714; Tablet ;3;Giovanna;Santos;79;10/13/2018;Porto Alegre;R$ 1.600,00;;;;
HL2714; Tablet ;5;Patrick;Silva;20;8/13/2018;São Paulo;R$ 1.600,00;;;;
HL1918; iPhone ;2;Maria;Mello;51;03/02/2018;Salvador;R$ 5.300,00;;;;
HL1148; Câmera ;3;Natali;Rangel;46;11/23/2018;Belo Horizonte;R$ 2.100,00;;;;
HL1918; iPhone ;3;Hércules;Júnior;68;8/25/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;5;Gabriela;Mello;23;08/07/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;2;Yasmim;Bittencourt;46;01/12/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL7348; SmartWatch ;3;Thainá;Binello;55;5/15/2018;São Paulo;R$ 1.400,00;;;;
HL9962; Android ;4;Matheus;Gomes;66;11/28/2018;Fortaleza;R$ 3.400,00;;;;
HL1918; iPhone ;1;Fernanda;Figueiredo;49;12/21/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;3;Gustavo;Guimarães;29;06/12/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;3;Lucas;Machado;72;3/28/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1918; iPhone ;5;Caroline;Aquino;77;6/30/2018;Curitiba;R$ 5.300,00;;;;
HL1918; iPhone ;1;João;Peçanha;30;06/05/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;4;Joao;Silva;18;3/22/2018;São Paulo;R$ 5.300,00;;;;
HL1148; Câmera ;4;Adrielle;Gabriel;56;08/11/2018;Recife;R$ 2.100,00;;;;
HL4379; Televisão ;5;Thiago;Veiga;47;01/04/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1918; iPhone ;2;Luiz;Xavier;29;07/10/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;2;Marina;Cormack;62;7/15/2018;Belo Horizonte;R$ 5.300,00;;;;
HL4379; Televisão ;5;Samara;Pinto;50;5/13/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1918; iPhone ;5;Paulo;Campos;87;7/31/2018;São Paulo;R$ 5.300,00;;;;
